,TIME,LINE,HA,HOME,AWAY,LABEL,ID,MATCH_TIME,TITLE,MATCH_RESULT,DELTA,HOME_LAG,AWAY_LAG,HOME_CHANGE,AWAY_CHANGE,HOME_SCORE,AWAY_SCORE,FIRST_LINE,LAST_LINE,O_LINE,O_FIRST_LINE,O_LINE_LEAD,HOME_TREND,AWAY_TREND,A_PAT_FOUND,H_PAT_FOUND,PAT_FOUND,HANDI_LABEL
2524,2017-09-09 02:54:00,(0),"(1.82, 2.02)",1.82,2.02,A,118032,2017-09-09 06:05:00,沙蘭迪兵工廠 VS 高隆,(0 : 0) 0 : 1,0 days 03:11:00.000000000,1.85,1.99,-,+,0,1,(0),(0),9,9,9.0,0--,0++,N,N,N,A
2525,2017-09-09 05:46:00,(0),"(1.8, 2.05)",1.8,2.05,A,118032,2017-09-09 06:05:00,沙蘭迪兵工廠 VS 高隆,(0 : 0) 0 : 1,0 days 00:19:00.000000000,1.82,2.02,-,+,0,1,(0),(0),9,9,9.0,0--,0++,N,N,N,A
2526,2017-09-07 12:02:00,(-0.5/-1),"(2.21, 1.69)",2.21,1.69,H,118033,2017-09-09 06:05:00,沙士菲 VS 圖庫曼體育會,(1 : 0) 2 : 0,1 days 18:03:00.000000000,,,0,0,2,0,(-0.5/-1),(-0.5/-1),12,12,,0---,0+++,N,N,N,H
2527,2017-09-07 18:31:00,(-0.5/-1),"(2.16, 1.72)",2.16,1.72,H,118033,2017-09-09 06:05:00,沙士菲 VS 圖庫曼體育會,(1 : 0) 2 : 0,1 days 11:34:00.000000000,2.21,1.69,-,+,2,0,(-0.5/-1),(-0.5/-1),12,12,12.0,0---,0+++,N,N,N,H
2528,2017-09-09 04:24:00,(-0.5/-1),"(2.13, 1.74)",2.13,1.74,H,118033,2017-09-09 06:05:00,沙士菲 VS 圖庫曼體育會,(1 : 0) 2 : 0,0 days 01:41:00.000000000,2.16,1.72,-,+,2,0,(-0.5/-1),(-0.5/-1),12,12,12.0,0---,0+++,N,N,N,H
2529,2017-09-09 05:08:00,(-0.5/-1),"(2.1, 1.76)",2.1,1.76,H,118033,2017-09-09 06:05:00,沙士菲 VS 圖庫曼體育會,(1 : 0) 2 : 0,0 days 00:57:00.000000000,2.13,1.74,-,+,2,0,(-0.5/-1),(-0.5/-1),12,12,12.0,0---,0+++,N,N,N,H
2530,2017-09-07 12:01:00,(-0.5/-1),"(2.18, 1.66)",2.18,1.66,H,118034,2017-09-09 07:30:00,艾斯賓路拿 VS 康塞普森大學,(1 : 0) 1 : 0,1 days 19:29:00.000000000,,,0,0,1,0,(-0.5/-1),(-0.5/-1),12,12,,0+-,0--,N,N,N,H
2531,2017-09-09 04:51:00,(-0.5/-1),"(2.22, 1.64)",2.22,1.64,H,118034,2017-09-09 07:30:00,艾斯賓路拿 VS 康塞普森大學,(1 : 0) 1 : 0,0 days 02:39:00.000000000,2.18,1.66,+,-,1,0,(-0.5/-1),(-0.5/-1),12,12,12.0,0+-,0--,N,N,N,H
2532,2017-09-09 05:27:00,(-0.5/-1),"(2.26, 1.65)",2.26,1.65,H,118034,2017-09-09 07:30:00,艾斯賓路拿 VS 康塞普森大學,(1 : 0) 1 : 0,0 days 02:03:00.000000000,2.22,1.64,-,-,1,0,(-0.5/-1),(-0.5/-1),12,12,12.0,0+-,0--,N,N,N,H
2533,2017-09-07 12:02:00,(0/+0.5),"(1.87, 1.97)",1.87,1.97,D,118035,2017-09-09 08:00:00,普埃布拉 VS 藍十字,(0 : 0) 0 : 0,1 days 19:58:00.000000000,,,0,0,0,0,(0/+0.5),(0/+0.5),8,8,,0--++++-+,0++----+-,N,N,N,H
2534,2017-09-07 22:21:00,(0/+0.5),"(1.82, 2.02)",1.82,2.02,D,118035,2017-09-09 08:00:00,普埃布拉 VS 藍十字,(0 : 0) 0 : 0,1 days 09:39:00.000000000,1.87,1.97,-,+,0,0,(0/+0.5),(0/+0.5),8,8,8.0,0--++++-+,0++----+-,N,N,N,H
2535,2017-09-08 07:43:00,(0/+0.5),"(1.78, 2.07)",1.78,2.07,D,118035,2017-09-09 08:00:00,普埃布拉 VS 藍十字,(0 : 0) 0 : 0,1 days 00:17:00.000000000,1.82,2.02,-,+,0,0,(0/+0.5),(0/+0.5),8,8,8.0,0--++++-+,0++----+-,N,N,N,H
2536,2017-09-08 10:46:00,(0/+0.5),"(1.82, 2.02)",1.82,2.02,D,118035,2017-09-09 08:00:00,普埃布拉 VS 藍十字,(0 : 0) 0 : 0,0 days 21:14:00.000000000,1.78,2.07,+,-,0,0,(0/+0.5),(0/+0.5),8,8,8.0,0--++++-+,0++----+-,N,N,N,H
2537,2017-09-08 15:11:00,(0/+0.5),"(1.85, 1.99)",1.85,1.99,D,118035,2017-09-09 08:00:00,普埃布拉 VS 藍十字,(0 : 0) 0 : 0,0 days 16:49:00.000000000,1.82,2.02,+,-,0,0,(0/+0.5),(0/+0.5),8,8,8.0,0--++++-+,0++----+-,N,N,N,H
2538,2017-09-08 15:25:00,(0/+0.5),"(1.87, 1.97)",1.87,1.97,D,118035,2017-09-09 08:00:00,普埃布拉 VS 藍十字,(0 : 0) 0 : 0,0 days 16:35:00.000000000,1.85,1.99,+,-,0,0,(0/+0.5),(0/+0.5),8,8,8.0,0--++++-+,0++----+-,N,N,N,H
2539,2017-09-09 04:50:00,(0/+0.5),"(1.89, 1.95)",1.89,1.95,D,118035,2017-09-09 08:00:00,普埃布拉 VS 藍十字,(0 : 0) 0 : 0,0 days 03:10:00.000000000,1.87,1.97,+,-,0,0,(0/+0.5),(0/+0.5),8,8,8.0,0--++++-+,0++----+-,N,N,N,H
2540,2017-09-09 07:14:00,(0/+0.5),"(1.87, 1.97)",1.87,1.97,D,118035,2017-09-09 08:00:00,普埃布拉 VS 藍十字,(0 : 0) 0 : 0,0 days 00:46:00.000000000,1.89,1.95,-,+,0,0,(0/+0.5),(0/+0.5),8,8,8.0,0--++++-+,0++----+-,N,N,N,H
2541,2017-09-09 07:52:00,(0/+0.5),"(1.89, 1.95)",1.89,1.95,D,118035,2017-09-09 08:00:00,普埃布拉 VS 藍十字,(0 : 0) 0 : 0,0 days 00:08:00.000000000,1.87,1.97,+,-,0,0,(0/+0.5),(0/+0.5),8,8,8.0,0--++++-+,0++----+-,N,N,N,H
2542,2017-09-07 12:00:00,(0/+0.5),"(2.02, 1.82)",2.02,1.82,D,118036,2017-09-09 08:15:00,奧林普 VS 獨立隊,(0 : 1) 1 : 1,1 days 20:15:00.000000000,,,0,0,1,1,(0/+0.5),(0/+0.5),8,8,,0---++-++++,0+++--+----,N,N,N,H
2543,2017-09-07 12:20:00,(0/+0.5),"(1.99, 1.85)",1.99,1.85,D,118036,2017-09-09 08:15:00,奧林普 VS 獨立隊,(0 : 1) 1 : 1,1 days 19:55:00.000000000,2.02,1.82,-,+,1,1,(0/+0.5),(0/+0.5),8,8,8.0,0---++-++++,0+++--+----,N,N,N,H
2544,2017-09-07 15:08:00,(0/+0.5),"(1.97, 1.87)",1.97,1.87,D,118036,2017-09-09 08:15:00,奧林普 VS 獨立隊,(0 : 1) 1 : 1,1 days 17:07:00.000000000,1.99,1.85,-,+,1,1,(0/+0.5),(0/+0.5),8,8,8.0,0---++-++++,0+++--+----,N,N,N,H
2545,2017-09-07 15:12:00,(0),"(2.05, 1.8)",2.05,1.8,D,118036,2017-09-09 08:15:00,奧林普 VS 獨立隊,(0 : 1) 1 : 1,1 days 17:03:00.000000000,1.97,1.87,-,+,1,1,(0/+0.5),(0/+0.5),9,8,8.0,0---++-++++,0+++--+----,N,N,N,H
2546,2017-09-07 16:04:00,(0),"(2.07, 1.78)",2.07,1.78,D,118036,2017-09-09 08:15:00,奧林普 VS 獨立隊,(0 : 1) 1 : 1,1 days 16:11:00.000000000,2.05,1.8,+,-,1,1,(0/+0.5),(0/+0.5),9,8,9.0,0---++-++++,0+++--+----,N,N,N,H
2547,2017-09-07 16:18:00,(0),"(2.14, 1.73)",2.14,1.73,D,118036,2017-09-09 08:15:00,奧林普 VS 獨立隊,(0 : 1) 1 : 1,1 days 15:57:00.000000000,2.07,1.78,+,-,1,1,(0/+0.5),(0/+0.5),9,8,9.0,0---++-++++,0+++--+----,N,N,N,H
2548,2017-09-08 09:43:00,(0),"(2.11, 1.75)",2.11,1.75,D,118036,2017-09-09 08:15:00,奧林普 VS 獨立隊,(0 : 1) 1 : 1,0 days 22:32:00.000000000,2.14,1.73,-,+,1,1,(0/+0.5),(0/+0.5),9,8,9.0,0---++-++++,0+++--+----,N,N,N,H
2549,2017-09-08 14:14:00,(0/+0.5),"(1.73, 2.14)",1.73,2.14,D,118036,2017-09-09 08:15:00,奧林普 VS 獨立隊,(0 : 1) 1 : 1,0 days 18:01:00.000000000,2.11,1.75,+,-,1,1,(0/+0.5),(0/+0.5),8,8,9.0,0---++-++++,0+++--+----,N,N,N,H
2550,2017-09-09 00:12:00,(0/+0.5),"(1.77, 2.09)",1.77,2.09,D,118036,2017-09-09 08:15:00,奧林普 VS 獨立隊,(0 : 1) 1 : 1,0 days 08:03:00.000000000,1.73,2.14,+,-,1,1,(0/+0.5),(0/+0.5),8,8,8.0,0---++-++++,0+++--+----,N,N,N,H
2551,2017-09-09 05:32:00,(0/+0.5),"(1.8, 2.05)",1.8,2.05,D,118036,2017-09-09 08:15:00,奧林普 VS 獨立隊,(0 : 1) 1 : 1,0 days 02:43:00.000000000,1.77,2.09,+,-,1,1,(0/+0.5),(0/+0.5),8,8,8.0,0---++-++++,0+++--+----,N,N,N,H
2552,2017-09-09 07:50:00,(0/+0.5),"(1.82, 2.02)",1.82,2.02,D,118036,2017-09-09 08:15:00,奧林普 VS 獨立隊,(0 : 1) 1 : 1,0 days 00:25:00.000000000,1.8,2.05,+,-,1,1,(0/+0.5),(0/+0.5),8,8,8.0,0---++-++++,0+++--+----,N,N,N,H
2553,2017-09-07 19:32:00,(0/+0.5),"(1.92, 1.92)",1.92,1.92,H,118038,2017-09-09 12:00:00,北海道札幌岡薩多 VS 磐田山葉,(1 : 1) 2 : 1,1 days 16:28:00.000000000,,,0,0,2,1,(0/+0.5),(0/+0.5),8,8,,0-----++-,0+++++--+,N,N,N,H
2554,2017-09-09 04:35:00,(0/+0.5),"(1.9, 1.94)",1.9,1.94,H,118038,2017-09-09 12:00:00,北海道札幌岡薩多 VS 磐田山葉,(1 : 1) 2 : 1,0 days 07:25:00.000000000,1.92,1.92,-,+,2,1,(0/+0.5),(0/+0.5),8,8,8.0,0-----++-,0+++++--+,N,N,N,H
2555,2017-09-09 04:39:00,(0/+0.5),"(1.87, 1.97)",1.87,1.97,H,118038,2017-09-09 12:00:00,北海道札幌岡薩多 VS 磐田山葉,(1 : 1) 2 : 1,0 days 07:21:00.000000000,1.9,1.94,-,+,2,1,(0/+0.5),(0/+0.5),8,8,8.0,0-----++-,0+++++--+,N,N,N,H
2556,2017-09-09 10:29:00,(0/+0.5),"(1.85, 1.99)",1.85,1.99,H,118038,2017-09-09 12:00:00,北海道札幌岡薩多 VS 磐田山葉,(1 : 1) 2 : 1,0 days 01:31:00.000000000,1.87,1.97,-,+,2,1,(0/+0.5),(0/+0.5),8,8,8.0,0-----++-,0+++++--+,N,N,N,H
2557,2017-09-09 10:31:00,(0/+0.5),"(1.82, 2.02)",1.82,2.02,H,118038,2017-09-09 12:00:00,北海道札幌岡薩多 VS 磐田山葉,(1 : 1) 2 : 1,0 days 01:29:00.000000000,1.85,1.99,-,+,2,1,(0/+0.5),(0/+0.5),8,8,8.0,0-----++-,0+++++--+,N,N,N,H
2558,2017-09-09 10:35:00,(0/+0.5),"(1.8, 2.05)",1.8,2.05,H,118038,2017-09-09 12:00:00,北海道札幌岡薩多 VS 磐田山葉,(1 : 1) 2 : 1,0 days 01:25:00.000000000,1.82,2.02,-,+,2,1,(0/+0.5),(0/+0.5),8,8,8.0,0-----++-,0+++++--+,N,N,N,H
2559,2017-09-09 10:43:00,(0/+0.5),"(1.84, 2.0)",1.84,2.0,H,118038,2017-09-09 12:00:00,北海道札幌岡薩多 VS 磐田山葉,(1 : 1) 2 : 1,0 days 01:17:00.000000000,1.8,2.05,+,-,2,1,(0/+0.5),(0/+0.5),8,8,8.0,0-----++-,0+++++--+,N,N,N,H
2560,2017-09-09 11:16:00,(0/+0.5),"(1.86, 1.98)",1.86,1.98,H,118038,2017-09-09 12:00:00,北海道札幌岡薩多 VS 磐田山葉,(1 : 1) 2 : 1,0 days 00:44:00.000000000,1.84,2.0,+,-,2,1,(0/+0.5),(0/+0.5),8,8,8.0,0-----++-,0+++++--+,N,N,N,H
2561,2017-09-09 11:47:00,(0/+0.5),"(1.82, 2.03)",1.82,2.03,H,118038,2017-09-09 12:00:00,北海道札幌岡薩多 VS 磐田山葉,(1 : 1) 2 : 1,0 days 00:13:00.000000000,1.86,1.98,-,+,2,1,(0/+0.5),(0/+0.5),8,8,8.0,0-----++-,0+++++--+,N,N,N,H
2562,2017-09-07 19:33:00,(0),"(2.03, 1.82)",2.03,1.82,A,118039,2017-09-09 17:00:00,甲府風林 VS 清水心跳,(0 : 0) 0 : 1,1 days 21:27:00.000000000,,,0,0,0,1,(0),(0),9,9,,0---+,0+++-,N,N,N,A
2563,2017-09-09 15:00:00,(0),"(2.0, 1.84)",2.0,1.84,A,118039,2017-09-09 17:00:00,甲府風林 VS 清水心跳,(0 : 0) 0 : 1,0 days 02:00:00.000000000,2.03,1.82,-,+,0,1,(0),(0),9,9,9.0,0---+,0+++-,N,N,N,A
2564,2017-09-09 15:23:00,(0),"(1.96, 1.88)",1.96,1.88,A,118039,2017-09-09 17:00:00,甲府風林 VS 清水心跳,(0 : 0) 0 : 1,0 days 01:37:00.000000000,2.0,1.84,-,+,0,1,(0),(0),9,9,9.0,0---+,0+++-,N,N,N,A
2565,2017-09-09 16:07:00,(0),"(1.94, 1.9)",1.94,1.9,A,118039,2017-09-09 17:00:00,甲府風林 VS 清水心跳,(0 : 0) 0 : 1,0 days 00:53:00.000000000,1.96,1.88,-,+,0,1,(0),(0),9,9,9.0,0---+,0+++-,N,N,N,A
2566,2017-09-09 16:24:00,(0),"(1.98, 1.86)",1.98,1.86,A,118039,2017-09-09 17:00:00,甲府風林 VS 清水心跳,(0 : 0) 0 : 1,0 days 00:36:00.000000000,1.94,1.9,+,-,0,1,(0),(0),9,9,9.0,0---+,0+++-,N,N,N,A
2567,2017-09-07 19:32:00,(-0.5/-1),"(1.84, 2.0)",1.84,2.0,A,118041,2017-09-09 17:00:00,福岡黃蜂 VS FC愛媛,(0 : 1) 0 : 1,1 days 21:28:00.000000000,,,0,0,0,1,(-0.5/-1),(-0.5/-1),12,12,,0-++-+--,0+--+-++,N,N,N,A
2568,2017-09-08 05:42:00,(-0.5/-1),"(1.82, 2.02)",1.82,2.02,A,118041,2017-09-09 17:00:00,福岡黃蜂 VS FC愛媛,(0 : 1) 0 : 1,1 days 11:18:00.000000000,1.84,2.0,-,+,0,1,(-0.5/-1),(-0.5/-1),12,12,12.0,0-++-+--,0+--+-++,N,N,N,A
2569,2017-09-09 02:14:00,(-0.5/-1),"(1.86, 1.98)",1.86,1.98,A,118041,2017-09-09 17:00:00,福岡黃蜂 VS FC愛媛,(0 : 1) 0 : 1,0 days 14:46:00.000000000,1.82,2.02,+,-,0,1,(-0.5/-1),(-0.5/-1),12,12,12.0,0-++-+--,0+--+-++,N,N,N,A
2570,2017-09-09 02:16:00,(-0.5/-1),"(1.89, 1.95)",1.89,1.95,A,118041,2017-09-09 17:00:00,福岡黃蜂 VS FC愛媛,(0 : 1) 0 : 1,0 days 14:44:00.000000000,1.86,1.98,+,-,0,1,(-0.5/-1),(-0.5/-1),12,12,12.0,0-++-+--,0+--+-++,N,N,N,A
2571,2017-09-09 14:11:00,(-0.5/-1),"(1.84, 2.0)",1.84,2.0,A,118041,2017-09-09 17:00:00,福岡黃蜂 VS FC愛媛,(0 : 1) 0 : 1,0 days 02:49:00.000000000,1.89,1.95,-,+,0,1,(-0.5/-1),(-0.5/-1),12,12,12.0,0-++-+--,0+--+-++,N,N,N,A
2572,2017-09-09 15:12:00,(-0.5/-1),"(1.9, 1.94)",1.9,1.94,A,118041,2017-09-09 17:00:00,福岡黃蜂 VS FC愛媛,(0 : 1) 0 : 1,0 days 01:48:00.000000000,1.84,2.0,+,-,0,1,(-0.5/-1),(-0.5/-1),12,12,12.0,0-++-+--,0+--+-++,N,N,N,A
2573,2017-09-09 16:22:00,(-0.5/-1),"(1.85, 1.99)",1.85,1.99,A,118041,2017-09-09 17:00:00,福岡黃蜂 VS FC愛媛,(0 : 1) 0 : 1,0 days 00:38:00.000000000,1.9,1.94,-,+,0,1,(-0.5/-1),(-0.5/-1),12,12,12.0,0-++-+--,0+--+-++,N,N,N,A
2574,2017-09-09 16:49:00,(-0.5/-1),"(1.83, 2.01)",1.83,2.01,A,118041,2017-09-09 17:00:00,福岡黃蜂 VS FC愛媛,(0 : 1) 0 : 1,0 days 00:11:00.000000000,1.85,1.99,-,+,0,1,(-0.5/-1),(-0.5/-1),12,12,12.0,0-++-+--,0+--+-++,N,N,N,A
2575,2017-09-07 19:33:00,(-0.5/-1),"(2.05, 1.8)",2.05,1.8,H,118042,2017-09-09 17:00:00,FC橫濱 VS 金澤薩維根,(0 : 0) 2 : 0,1 days 21:27:00.000000000,,,0,0,2,0,(-0.5/-1),(-0.5/-1),12,12,,0-+-+,0+-+-,N,N,N,H
2576,2017-09-09 13:58:00,(-0.5/-1),"(2.02, 1.82)",2.02,1.82,H,118042,2017-09-09 17:00:00,FC橫濱 VS 金澤薩維根,(0 : 0) 2 : 0,0 days 03:02:00.000000000,2.05,1.8,-,+,2,0,(-0.5/-1),(-0.5/-1),12,12,12.0,0-+-+,0+-+-,N,N,N,H
2577,2017-09-09 15:18:00,(-0.5/-1),"(2.07, 1.78)",2.07,1.78,H,118042,2017-09-09 17:00:00,FC橫濱 VS 金澤薩維根,(0 : 0) 2 : 0,0 days 01:42:00.000000000,2.02,1.82,+,-,2,0,(-0.5/-1),(-0.5/-1),12,12,12.0,0-+-+,0+-+-,N,N,N,H
2578,2017-09-09 16:47:00,(-0.5/-1),"(2.05, 1.8)",2.05,1.8,H,118042,2017-09-09 17:00:00,FC橫濱 VS 金澤薩維根,(0 : 0) 2 : 0,0 days 00:13:00.000000000,2.07,1.78,-,+,2,0,(-0.5/-1),(-0.5/-1),12,12,12.0,0-+-+,0+-+-,N,N,N,H
2579,2017-09-09 16:51:00,(-0.5/-1),"(2.07, 1.78)",2.07,1.78,H,118042,2017-09-09 17:00:00,FC橫濱 VS 金澤薩維根,(0 : 0) 2 : 0,0 days 00:09:00.000000000,2.05,1.8,+,-,2,0,(-0.5/-1),(-0.5/-1),12,12,12.0,0-+-+,0+-+-,N,N,N,H
2580,2017-09-07 19:33:00,(0/+0.5),"(2.16, 1.72)",2.16,1.72,A,118045,2017-09-09 17:00:00,山口雷法 VS 湘南比馬,(2 : 2) 3 : 5,1 days 21:27:00.000000000,,,0,0,3,5,(0/+0.5),(0/+0.5),8,8,,0+-+,0-+-,N,N,N,A
2581,2017-09-09 13:57:00,(0/+0.5),"(2.23, 1.68)",2.23,1.68,A,118045,2017-09-09 17:00:00,山口雷法 VS 湘南比馬,(2 : 2) 3 : 5,0 days 03:03:00.000000000,2.16,1.72,+,-,3,5,(0/+0.5),(0/+0.5),8,8,8.0,0+-+,0-+-,N,N,N,A
2582,2017-09-09 15:16:00,(0/+0.5),"(2.19, 1.7)",2.19,1.7,A,118045,2017-09-09 17:00:00,山口雷法 VS 湘南比馬,(2 : 2) 3 : 5,0 days 01:44:00.000000000,2.23,1.68,-,+,3,5,(0/+0.5),(0/+0.5),8,8,8.0,0+-+,0-+-,N,N,N,A
2583,2017-09-09 16:57:00,(0/+0.5),"(2.23, 1.68)",2.23,1.68,A,118045,2017-09-09 17:00:00,山口雷法 VS 湘南比馬,(2 : 2) 3 : 5,0 days 00:03:00.000000000,2.19,1.7,+,-,3,5,(0/+0.5),(0/+0.5),8,8,8.0,0+-+,0-+-,N,N,N,A
2584,2017-09-07 19:33:00,(-1),"(1.9, 1.94)",1.9,1.94,H,118046,2017-09-09 17:30:00,鹿島鹿角 VS 大宮松鼠,(1 : 0) 1 : 0,1 days 21:57:00.000000000,,,0,0,1,0,(-1),(-1),13,13,,0------+-++--+,0++++++-+--++-,N,N,N,H
2585,2017-09-08 23:41:00,(-1),"(1.88, 1.96)",1.88,1.96,H,118046,2017-09-09 17:30:00,鹿島鹿角 VS 大宮松鼠,(1 : 0) 1 : 0,0 days 17:49:00.000000000,1.9,1.94,-,+,1,0,(-1),(-1),13,13,13.0,0------+-++--+,0++++++-+--++-,N,N,N,H
2586,2017-09-09 00:13:00,(-1),"(1.85, 1.99)",1.85,1.99,H,118046,2017-09-09 17:30:00,鹿島鹿角 VS 大宮松鼠,(1 : 0) 1 : 0,0 days 17:17:00.000000000,1.88,1.96,-,+,1,0,(-1),(-1),13,13,13.0,0------+-++--+,0++++++-+--++-,N,N,N,H
2587,2017-09-09 00:17:00,(-1),"(1.82, 2.02)",1.82,2.02,H,118046,2017-09-09 17:30:00,鹿島鹿角 VS 大宮松鼠,(1 : 0) 1 : 0,0 days 17:13:00.000000000,1.85,1.99,-,+,1,0,(-1),(-1),13,13,13.0,0------+-++--+,0++++++-+--++-,N,N,N,H
2588,2017-09-09 02:09:00,(-1),"(1.77, 2.09)",1.77,2.09,H,118046,2017-09-09 17:30:00,鹿島鹿角 VS 大宮松鼠,(1 : 0) 1 : 0,0 days 15:21:00.000000000,1.82,2.02,-,+,1,0,(-1),(-1),13,13,13.0,0------+-++--+,0++++++-+--++-,N,N,N,H
2589,2017-09-09 08:48:00,(-1),"(1.74, 2.13)",1.74,2.13,H,118046,2017-09-09 17:30:00,鹿島鹿角 VS 大宮松鼠,(1 : 0) 1 : 0,0 days 08:42:00.000000000,1.77,2.09,-,+,1,0,(-1),(-1),13,13,13.0,0------+-++--+,0++++++-+--++-,N,N,N,H
2590,2017-09-09 10:44:00,(-1),"(1.72, 2.16)",1.72,2.16,H,118046,2017-09-09 17:30:00,鹿島鹿角 VS 大宮松鼠,(1 : 0) 1 : 0,0 days 06:46:00.000000000,1.74,2.13,-,+,1,0,(-1),(-1),13,13,13.0,0------+-++--+,0++++++-+--++-,N,N,N,H
2591,2017-09-09 12:20:00,(-1),"(1.9, 1.94)",1.9,1.94,H,118046,2017-09-09 17:30:00,鹿島鹿角 VS 大宮松鼠,(1 : 0) 1 : 0,0 days 05:10:00.000000000,1.72,2.16,+,-,1,0,(-1),(-1),13,13,13.0,0------+-++--+,0++++++-+--++-,N,N,N,H
2592,2017-09-09 13:37:00,(-1),"(1.87, 1.97)",1.87,1.97,H,118046,2017-09-09 17:30:00,鹿島鹿角 VS 大宮松鼠,(1 : 0) 1 : 0,0 days 03:53:00.000000000,1.9,1.94,-,+,1,0,(-1),(-1),13,13,13.0,0------+-++--+,0++++++-+--++-,N,N,N,H
2593,2017-09-09 15:22:00,(-1),"(1.92, 1.92)",1.92,1.92,H,118046,2017-09-09 17:30:00,鹿島鹿角 VS 大宮松鼠,(1 : 0) 1 : 0,0 days 02:08:00.000000000,1.87,1.97,+,-,1,0,(-1),(-1),13,13,13.0,0------+-++--+,0++++++-+--++-,N,N,N,H
2594,2017-09-09 15:24:00,(-1),"(1.95, 1.89)",1.95,1.89,H,118046,2017-09-09 17:30:00,鹿島鹿角 VS 大宮松鼠,(1 : 0) 1 : 0,0 days 02:06:00.000000000,1.92,1.92,+,-,1,0,(-1),(-1),13,13,13.0,0------+-++--+,0++++++-+--++-,N,N,N,H
2595,2017-09-09 15:52:00,(-1),"(1.93, 1.91)",1.93,1.91,H,118046,2017-09-09 17:30:00,鹿島鹿角 VS 大宮松鼠,(1 : 0) 1 : 0,0 days 01:38:00.000000000,1.95,1.89,-,+,1,0,(-1),(-1),13,13,13.0,0------+-++--+,0++++++-+--++-,N,N,N,H
2596,2017-09-09 17:24:00,(-1),"(1.91, 1.93)",1.91,1.93,H,118046,2017-09-09 17:30:00,鹿島鹿角 VS 大宮松鼠,(1 : 0) 1 : 0,0 days 00:06:00.000000000,1.93,1.91,-,+,1,0,(-1),(-1),13,13,13.0,0------+-++--+,0++++++-+--++-,N,N,N,H
2597,2017-09-09 17:30:00,(-1),"(2.02, 1.82)",2.02,1.82,H,118046,2017-09-09 17:30:00,鹿島鹿角 VS 大宮松鼠,(1 : 0) 1 : 0,0 days 00:00:00.000000000,1.91,1.93,+,-,1,0,(-1),(-1),13,13,13.0,0------+-++--+,0++++++-+--++-,N,N,N,H
2598,2017-09-07 19:34:00,(-0.5/-1),"(2.18, 1.71)",2.18,1.71,H,118047,2017-09-09 18:00:00,川崎前鋒 VS 橫濱水手,(1 : 0) 3 : 0,1 days 22:26:00.000000000,,,0,0,3,0,(-0.5/-1),(-0.5/-1),12,12,,0--+---,0++-+++,N,N,N,H
2599,2017-09-09 13:32:00,(-0.5/-1),"(2.14, 1.73)",2.14,1.73,H,118047,2017-09-09 18:00:00,川崎前鋒 VS 橫濱水手,(1 : 0) 3 : 0,0 days 04:28:00.000000000,2.18,1.71,-,+,3,0,(-0.5/-1),(-0.5/-1),12,12,12.0,0--+---,0++-+++,N,N,N,H
2600,2017-09-09 14:18:00,(-0.5/-1),"(2.11, 1.75)",2.11,1.75,H,118047,2017-09-09 18:00:00,川崎前鋒 VS 橫濱水手,(1 : 0) 3 : 0,0 days 03:42:00.000000000,2.14,1.73,-,+,3,0,(-0.5/-1),(-0.5/-1),12,12,12.0,0--+---,0++-+++,N,N,N,H
2601,2017-09-09 14:28:00,(-0.5/-1),"(2.14, 1.73)",2.14,1.73,H,118047,2017-09-09 18:00:00,川崎前鋒 VS 橫濱水手,(1 : 0) 3 : 0,0 days 03:32:00.000000000,2.11,1.75,+,-,3,0,(-0.5/-1),(-0.5/-1),12,12,12.0,0--+---,0++-+++,N,N,N,H
2602,2017-09-09 15:48:00,(-0.5/-1),"(2.09, 1.77)",2.09,1.77,H,118047,2017-09-09 18:00:00,川崎前鋒 VS 橫濱水手,(1 : 0) 3 : 0,0 days 02:12:00.000000000,2.14,1.73,-,+,3,0,(-0.5/-1),(-0.5/-1),12,12,12.0,0--+---,0++-+++,N,N,N,H
2603,2017-09-09 17:17:00,(-0.5/-1),"(2.05, 1.8)",2.05,1.8,H,118047,2017-09-09 18:00:00,川崎前鋒 VS 橫濱水手,(1 : 0) 3 : 0,0 days 00:43:00.000000000,2.09,1.77,-,+,3,0,(-0.5/-1),(-0.5/-1),12,12,12.0,0--+---,0++-+++,N,N,N,H
2604,2017-09-09 17:28:00,(-0.5/-1),"(2.02, 1.82)",2.02,1.82,H,118047,2017-09-09 18:00:00,川崎前鋒 VS 橫濱水手,(1 : 0) 3 : 0,0 days 00:32:00.000000000,2.05,1.8,-,+,3,0,(-0.5/-1),(-0.5/-1),12,12,12.0,0--+---,0++-+++,N,N,N,H
2605,2017-09-07 19:34:00,(0/+0.5),"(1.9, 1.94)",1.9,1.94,D,118048,2017-09-09 18:00:00,新潟天鵝 VS 廣島三箭,(0 : 0) 0 : 0,1 days 22:26:00.000000000,,,0,0,0,0,(0/+0.5),(0/+0.5),8,8,,0++---,0--+++,N,N,N,H
2606,2017-09-09 13:26:00,(0/+0.5),"(1.94, 1.9)",1.94,1.9,D,118048,2017-09-09 18:00:00,新潟天鵝 VS 廣島三箭,(0 : 0) 0 : 0,0 days 04:34:00.000000000,1.9,1.94,+,-,0,0,(0/+0.5),(0/+0.5),8,8,8.0,0++---,0--+++,N,N,N,H
