,TIME,LINE,HA,HOME,AWAY,LABEL,ID,MATCH_TIME,TITLE,MATCH_RESULT,DELTA,HOME_LAG,AWAY_LAG,HOME_CHANGE,AWAY_CHANGE,HOME_SCORE,AWAY_SCORE,FIRST_LINE,LAST_LINE,O_LINE,O_FIRST_LINE,O_LINE_LEAD,HOME_TREND,AWAY_TREND,A_PAT_FOUND,H_PAT_FOUND,PAT_FOUND,HANDI_LABEL
0,2017-08-21 19:33:00,(-0.5/-1),"(1.88, 1.88)",1.88,1.88,H,117484,2017-08-23 02:45:00,阿士東維拉 VS 韋根,(3 : 1) 4 : 1,1 days 07:12:00.000000000,,,0,0,4,1,(-0.5/-1),(-0.5/-1),12,12,,0++-++-,0--+---,N,N,N,H
1,2017-08-23 00:12:00,(-0.5/-1),"(1.94, 1.82)",1.94,1.82,H,117484,2017-08-23 02:45:00,阿士東維拉 VS 韋根,(3 : 1) 4 : 1,0 days 02:33:00.000000000,1.88,1.88,+,-,4,1,(-0.5/-1),(-0.5/-1),12,12,12.0,0++-++-,0--+---,N,N,N,H
2,2017-08-23 00:14:00,(-0.5/-1),"(2.05, 1.74)",2.05,1.74,H,117484,2017-08-23 02:45:00,阿士東維拉 VS 韋根,(3 : 1) 4 : 1,0 days 02:31:00.000000000,1.94,1.82,+,-,4,1,(-0.5/-1),(-0.5/-1),12,12,12.0,0++-++-,0--+---,N,N,N,H
3,2017-08-23 00:28:00,(-0.5/-1),"(2.01, 1.77)",2.01,1.77,H,117484,2017-08-23 02:45:00,阿士東維拉 VS 韋根,(3 : 1) 4 : 1,0 days 02:17:00.000000000,2.05,1.74,-,+,4,1,(-0.5/-1),(-0.5/-1),12,12,12.0,0++-++-,0--+---,N,N,N,H
4,2017-08-23 02:12:00,(-0.5/-1),"(2.05, 1.74)",2.05,1.74,H,117484,2017-08-23 02:45:00,阿士東維拉 VS 韋根,(3 : 1) 4 : 1,0 days 00:33:00.000000000,2.01,1.77,+,-,4,1,(-0.5/-1),(-0.5/-1),12,12,12.0,0++-++-,0--+---,N,N,N,H
5,2017-08-23 02:14:00,(-0.5/-1),"(2.08, 1.72)",2.08,1.72,H,117484,2017-08-23 02:45:00,阿士東維拉 VS 韋根,(3 : 1) 4 : 1,0 days 00:31:00.000000000,2.05,1.74,+,-,4,1,(-0.5/-1),(-0.5/-1),12,12,12.0,0++-++-,0--+---,N,N,N,H
6,2017-08-23 02:25:00,(-0.5/-1),"(2.13, 1.73)",2.13,1.73,H,117484,2017-08-23 02:45:00,阿士東維拉 VS 韋根,(3 : 1) 4 : 1,0 days 00:20:00.000000000,2.08,1.72,-,-,4,1,(-0.5/-1),(-0.5/-1),12,12,12.0,0++-++-,0--+---,N,N,N,H
7,2017-08-21 19:33:00,(0/+0.5),"(2.01, 1.77)",2.01,1.77,A,117485,2017-08-23 02:45:00,伯明翰 VS 般尼茅夫,(1 : 0) 1 : 2,1 days 07:12:00.000000000,,,0,0,1,2,(0/+0.5),(0/+0.5),8,8,,0--,0-+,N,N,N,A
8,2017-08-23 02:25:00,(0/+0.5),"(2.03, 1.8)",2.03,1.8,A,117485,2017-08-23 02:45:00,伯明翰 VS 般尼茅夫,(1 : 0) 1 : 2,0 days 00:20:00.000000000,2.01,1.77,-,-,1,2,(0/+0.5),(0/+0.5),8,8,8.0,0--,0-+,N,N,N,A
9,2017-08-23 02:30:00,(0/+0.5),"(1.93, 1.89)",1.93,1.89,A,117485,2017-08-23 02:45:00,伯明翰 VS 般尼茅夫,(1 : 0) 1 : 2,0 days 00:15:00.000000000,2.03,1.8,-,+,1,2,(0/+0.5),(0/+0.5),8,8,8.0,0--,0-+,N,N,N,A
10,2017-08-21 19:34:00,(+0.5/+1),"(1.67, 2.15)",1.67,2.15,A,117494,2017-08-23 02:45:00,米爾頓凱恩斯 VS 史雲斯,(1 : 1) 1 : 4,1 days 07:11:00.000000000,,,0,0,1,4,(+0.5/+1),(+0.5/+1),6,6,,0+++++++---++-+,0-------+++----,Y,N,Y,A
11,2017-08-22 17:16:00,(+0.5/+1),"(1.7, 2.11)",1.7,2.11,A,117494,2017-08-23 02:45:00,米爾頓凱恩斯 VS 史雲斯,(1 : 1) 1 : 4,0 days 09:29:00.000000000,1.67,2.15,+,-,1,4,(+0.5/+1),(+0.5/+1),6,6,6.0,0+++++++---++-+,0-------+++----,Y,N,Y,A
12,2017-08-22 20:33:00,(+0.5/+1),"(1.74, 2.05)",1.74,2.05,A,117494,2017-08-23 02:45:00,米爾頓凱恩斯 VS 史雲斯,(1 : 1) 1 : 4,0 days 06:12:00.000000000,1.7,2.11,+,-,1,4,(+0.5/+1),(+0.5/+1),6,6,6.0,0+++++++---++-+,0-------+++----,Y,N,Y,A
13,2017-08-22 20:38:00,(+0.5/+1),"(1.75, 2.03)",1.75,2.03,A,117494,2017-08-23 02:45:00,米爾頓凱恩斯 VS 史雲斯,(1 : 1) 1 : 4,0 days 06:07:00.000000000,1.74,2.05,+,-,1,4,(+0.5/+1),(+0.5/+1),6,6,6.0,0+++++++---++-+,0-------+++----,Y,N,Y,A
14,2017-08-22 22:19:00,(+0.5/+1),"(1.77, 2.0)",1.77,2.0,A,117494,2017-08-23 02:45:00,米爾頓凱恩斯 VS 史雲斯,(1 : 1) 1 : 4,0 days 04:26:00.000000000,1.75,2.03,+,-,1,4,(+0.5/+1),(+0.5/+1),6,6,6.0,0+++++++---++-+,0-------+++----,Y,N,Y,A
15,2017-08-22 22:50:00,(+0.5/+1),"(1.8, 1.97)",1.8,1.97,A,117494,2017-08-23 02:45:00,米爾頓凱恩斯 VS 史雲斯,(1 : 1) 1 : 4,0 days 03:55:00.000000000,1.77,2.0,+,-,1,4,(+0.5/+1),(+0.5/+1),6,6,6.0,0+++++++---++-+,0-------+++----,Y,N,Y,A
16,2017-08-22 23:39:00,(+0.5/+1),"(1.82, 1.94)",1.82,1.94,A,117494,2017-08-23 02:45:00,米爾頓凱恩斯 VS 史雲斯,(1 : 1) 1 : 4,0 days 03:06:00.000000000,1.8,1.97,+,-,1,4,(+0.5/+1),(+0.5/+1),6,6,6.0,0+++++++---++-+,0-------+++----,Y,N,Y,A
17,2017-08-22 23:52:00,(+0.5/+1),"(1.84, 1.92)",1.84,1.92,A,117494,2017-08-23 02:45:00,米爾頓凱恩斯 VS 史雲斯,(1 : 1) 1 : 4,0 days 02:53:00.000000000,1.82,1.94,+,-,1,4,(+0.5/+1),(+0.5/+1),6,6,6.0,0+++++++---++-+,0-------+++----,Y,N,Y,A
18,2017-08-23 00:45:00,(+0.5/+1),"(1.8, 1.97)",1.8,1.97,A,117494,2017-08-23 02:45:00,米爾頓凱恩斯 VS 史雲斯,(1 : 1) 1 : 4,0 days 02:00:00.000000000,1.84,1.92,-,+,1,4,(+0.5/+1),(+0.5/+1),6,6,6.0,0+++++++---++-+,0-------+++----,Y,N,Y,A
19,2017-08-23 00:47:00,(+0.5/+1),"(1.76, 2.02)",1.76,2.02,A,117494,2017-08-23 02:45:00,米爾頓凱恩斯 VS 史雲斯,(1 : 1) 1 : 4,0 days 01:58:00.000000000,1.8,1.97,-,+,1,4,(+0.5/+1),(+0.5/+1),6,6,6.0,0+++++++---++-+,0-------+++----,Y,N,Y,A
20,2017-08-23 00:49:00,(+0.5/+1),"(1.67, 2.15)",1.67,2.15,A,117494,2017-08-23 02:45:00,米爾頓凱恩斯 VS 史雲斯,(1 : 1) 1 : 4,0 days 01:56:00.000000000,1.76,2.02,-,+,1,4,(+0.5/+1),(+0.5/+1),6,6,6.0,0+++++++---++-+,0-------+++----,Y,N,Y,A
21,2017-08-23 01:56:00,(+0.5/+1),"(1.82, 1.95)",1.82,1.95,A,117494,2017-08-23 02:45:00,米爾頓凱恩斯 VS 史雲斯,(1 : 1) 1 : 4,0 days 00:49:00.000000000,1.67,2.15,+,-,1,4,(+0.5/+1),(+0.5/+1),6,6,6.0,0+++++++---++-+,0-------+++----,Y,N,Y,A
22,2017-08-23 01:59:00,(+0.5/+1),"(1.86, 1.91)",1.86,1.91,A,117494,2017-08-23 02:45:00,米爾頓凱恩斯 VS 史雲斯,(1 : 1) 1 : 4,0 days 00:46:00.000000000,1.82,1.95,+,-,1,4,(+0.5/+1),(+0.5/+1),6,6,6.0,0+++++++---++-+,0-------+++----,Y,N,Y,A
23,2017-08-23 02:24:00,(+0.5/+1),"(1.89, 1.92)",1.89,1.92,A,117494,2017-08-23 02:45:00,米爾頓凱恩斯 VS 史雲斯,(1 : 1) 1 : 4,0 days 00:21:00.000000000,1.86,1.91,-,-,1,4,(+0.5/+1),(+0.5/+1),6,6,6.0,0+++++++---++-+,0-------+++----,Y,N,Y,A
24,2017-08-23 02:33:00,(+0.5/+1),"(1.96, 1.86)",1.96,1.86,A,117494,2017-08-23 02:45:00,米爾頓凱恩斯 VS 史雲斯,(1 : 1) 1 : 4,0 days 00:12:00.000000000,1.89,1.92,+,-,1,4,(+0.5/+1),(+0.5/+1),6,6,6.0,0+++++++---++-+,0-------+++----,Y,N,Y,A
25,2017-08-21 19:34:00,(0),"(1.88, 1.88)",1.88,1.88,A,117496,2017-08-23 02:45:00,昆士柏流浪 VS 賓福特,(1 : 3) 1 : 4,1 days 07:11:00.000000000,,,0,0,1,4,(0),(0),9,9,,0--+++,0++---,N,N,N,A
26,2017-08-22 21:20:00,(0),"(1.85, 1.91)",1.85,1.91,A,117496,2017-08-23 02:45:00,昆士柏流浪 VS 賓福特,(1 : 3) 1 : 4,0 days 05:25:00.000000000,1.88,1.88,-,+,1,4,(0),(0),9,9,9.0,0--+++,0++---,N,N,N,A
27,2017-08-23 00:17:00,(0),"(1.83, 1.93)",1.83,1.93,A,117496,2017-08-23 02:45:00,昆士柏流浪 VS 賓福特,(1 : 3) 1 : 4,0 days 02:28:00.000000000,1.85,1.91,-,+,1,4,(0),(0),9,9,9.0,0--+++,0++---,N,N,N,A
28,2017-08-23 01:59:00,(0),"(1.86, 1.9)",1.86,1.9,A,117496,2017-08-23 02:45:00,昆士柏流浪 VS 賓福特,(1 : 3) 1 : 4,0 days 00:46:00.000000000,1.83,1.93,+,-,1,4,(0),(0),9,9,9.0,0--+++,0++---,N,N,N,A
29,2017-08-23 02:22:00,(0),"(1.96, 1.86)",1.96,1.86,A,117496,2017-08-23 02:45:00,昆士柏流浪 VS 賓福特,(1 : 3) 1 : 4,0 days 00:23:00.000000000,1.86,1.9,+,-,1,4,(0),(0),9,9,9.0,0--+++,0++---,N,N,N,A
30,2017-08-23 02:37:00,(0),"(1.99, 1.83)",1.99,1.83,A,117496,2017-08-23 02:45:00,昆士柏流浪 VS 賓福特,(1 : 3) 1 : 4,0 days 00:08:00.000000000,1.96,1.86,+,-,1,4,(0),(0),9,9,9.0,0--+++,0++---,N,N,N,A
31,2017-08-21 19:34:00,(0/+0.5),"(2.14, 1.68)",2.14,1.68,A,117497,2017-08-23 02:45:00,錫菲聯 VS 李斯特城,(0 : 0) 1 : 4,1 days 07:11:00.000000000,,,0,0,1,4,(0/+0.5),(+0.5/+1),8,8,,0++++++--+-,0------++-+,N,N,N,A
32,2017-08-22 15:38:00,(0/+0.5),"(2.17, 1.66)",2.17,1.66,A,117497,2017-08-23 02:45:00,錫菲聯 VS 李斯特城,(0 : 0) 1 : 4,0 days 11:07:00.000000000,2.14,1.68,+,-,1,4,(0/+0.5),(+0.5/+1),8,8,8.0,0++++++--+-,0------++-+,N,N,N,A
33,2017-08-22 15:46:00,(0/+0.5),"(2.2, 1.64)",2.2,1.64,A,117497,2017-08-23 02:45:00,錫菲聯 VS 李斯特城,(0 : 0) 1 : 4,0 days 10:59:00.000000000,2.17,1.66,+,-,1,4,(0/+0.5),(+0.5/+1),8,8,8.0,0++++++--+-,0------++-+,N,N,N,A
34,2017-08-22 22:02:00,(+0.5/+1),"(1.76, 2.02)",1.76,2.02,A,117497,2017-08-23 02:45:00,錫菲聯 VS 李斯特城,(0 : 0) 1 : 4,0 days 04:43:00.000000000,2.2,1.64,+,-,1,4,(0/+0.5),(+0.5/+1),6,8,8.0,0++++++--+-,0------++-+,N,N,N,A
35,2017-08-22 22:26:00,(+0.5/+1),"(1.8, 1.97)",1.8,1.97,A,117497,2017-08-23 02:45:00,錫菲聯 VS 李斯特城,(0 : 0) 1 : 4,0 days 04:19:00.000000000,1.76,2.02,+,-,1,4,(0/+0.5),(+0.5/+1),6,8,6.0,0++++++--+-,0------++-+,N,N,N,A
36,2017-08-23 00:08:00,(+0.5/+1),"(1.83, 1.93)",1.83,1.93,A,117497,2017-08-23 02:45:00,錫菲聯 VS 李斯特城,(0 : 0) 1 : 4,0 days 02:37:00.000000000,1.8,1.97,+,-,1,4,(0/+0.5),(+0.5/+1),6,8,6.0,0++++++--+-,0------++-+,N,N,N,A
37,2017-08-23 01:17:00,(+0.5/+1),"(1.86, 1.9)",1.86,1.9,A,117497,2017-08-23 02:45:00,錫菲聯 VS 李斯特城,(0 : 0) 1 : 4,0 days 01:28:00.000000000,1.83,1.93,+,-,1,4,(0/+0.5),(+0.5/+1),6,8,6.0,0++++++--+-,0------++-+,N,N,N,A
38,2017-08-23 01:35:00,(+0.5/+1),"(1.83, 1.93)",1.83,1.93,A,117497,2017-08-23 02:45:00,錫菲聯 VS 李斯特城,(0 : 0) 1 : 4,0 days 01:10:00.000000000,1.86,1.9,-,+,1,4,(0/+0.5),(+0.5/+1),6,8,6.0,0++++++--+-,0------++-+,N,N,N,A
39,2017-08-23 01:52:00,(+0.5/+1),"(1.8, 1.97)",1.8,1.97,A,117497,2017-08-23 02:45:00,錫菲聯 VS 李斯特城,(0 : 0) 1 : 4,0 days 00:53:00.000000000,1.83,1.93,-,+,1,4,(0/+0.5),(+0.5/+1),6,8,6.0,0++++++--+-,0------++-+,N,N,N,A
40,2017-08-23 02:25:00,(+0.5/+1),"(1.87, 1.95)",1.87,1.95,A,117497,2017-08-23 02:45:00,錫菲聯 VS 李斯特城,(0 : 0) 1 : 4,0 days 00:20:00.000000000,1.8,1.97,+,-,1,4,(0/+0.5),(+0.5/+1),6,8,6.0,0++++++--+-,0------++-+,N,N,N,A
41,2017-08-23 02:38:00,(+0.5/+1),"(1.85, 1.97)",1.85,1.97,A,117497,2017-08-23 02:45:00,錫菲聯 VS 李斯特城,(0 : 0) 1 : 4,0 days 00:07:00.000000000,1.87,1.95,-,+,1,4,(0/+0.5),(+0.5/+1),6,8,6.0,0++++++--+-,0------++-+,N,N,N,A
42,2017-08-21 19:34:00,(-0.5/-1),"(1.93, 1.84)",1.93,1.84,A,117498,2017-08-23 02:45:00,屈福特 VS 布里斯托城,(0 : 0) 2 : 3,1 days 07:11:00.000000000,,,0,0,2,3,(-0.5/-1),(-1),12,12,,0---------+-,0+++++++++--,N,Y,Y,A
43,2017-08-22 00:24:00,(-0.5/-1),"(1.87, 1.89)",1.87,1.89,A,117498,2017-08-23 02:45:00,屈福特 VS 布里斯托城,(0 : 0) 2 : 3,1 days 02:21:00.000000000,1.93,1.84,-,+,2,3,(-0.5/-1),(-1),12,12,12.0,0---------+-,0+++++++++--,N,Y,Y,A
44,2017-08-22 03:58:00,(-0.5/-1),"(1.84, 1.93)",1.84,1.93,A,117498,2017-08-23 02:45:00,屈福特 VS 布里斯托城,(0 : 0) 2 : 3,0 days 22:47:00.000000000,1.87,1.89,-,+,2,3,(-0.5/-1),(-1),12,12,12.0,0---------+-,0+++++++++--,N,Y,Y,A
45,2017-08-22 13:06:00,(-0.5/-1),"(1.81, 1.96)",1.81,1.96,A,117498,2017-08-23 02:45:00,屈福特 VS 布里斯托城,(0 : 0) 2 : 3,0 days 13:39:00.000000000,1.84,1.93,-,+,2,3,(-0.5/-1),(-1),12,12,12.0,0---------+-,0+++++++++--,N,Y,Y,A
46,2017-08-22 15:44:00,(-0.5/-1),"(1.79, 1.98)",1.79,1.98,A,117498,2017-08-23 02:45:00,屈福特 VS 布里斯托城,(0 : 0) 2 : 3,0 days 11:01:00.000000000,1.81,1.96,-,+,2,3,(-0.5/-1),(-1),12,12,12.0,0---------+-,0+++++++++--,N,Y,Y,A
47,2017-08-22 15:57:00,(-0.5/-1),"(1.72, 2.08)",1.72,2.08,A,117498,2017-08-23 02:45:00,屈福特 VS 布里斯托城,(0 : 0) 2 : 3,0 days 10:48:00.000000000,1.79,1.98,-,+,2,3,(-0.5/-1),(-1),12,12,12.0,0---------+-,0+++++++++--,N,Y,Y,A
48,2017-08-22 23:06:00,(-0.5/-1),"(1.68, 2.13)",1.68,2.13,A,117498,2017-08-23 02:45:00,屈福特 VS 布里斯托城,(0 : 0) 2 : 3,0 days 03:39:00.000000000,1.72,2.08,-,+,2,3,(-0.5/-1),(-1),12,12,12.0,0---------+-,0+++++++++--,N,Y,Y,A
49,2017-08-22 23:14:00,(-1),"(1.9, 1.86)",1.9,1.86,A,117498,2017-08-23 02:45:00,屈福特 VS 布里斯托城,(0 : 0) 2 : 3,0 days 03:31:00.000000000,1.68,2.13,-,+,2,3,(-0.5/-1),(-1),13,12,12.0,0---------+-,0+++++++++--,N,Y,Y,A
50,2017-08-23 00:23:00,(-1),"(1.87, 1.89)",1.87,1.89,A,117498,2017-08-23 02:45:00,屈福特 VS 布里斯托城,(0 : 0) 2 : 3,0 days 02:22:00.000000000,1.9,1.86,-,+,2,3,(-0.5/-1),(-1),13,12,13.0,0---------+-,0+++++++++--,N,Y,Y,A
51,2017-08-23 01:34:00,(-1),"(1.84, 1.92)",1.84,1.92,A,117498,2017-08-23 02:45:00,屈福特 VS 布里斯托城,(0 : 0) 2 : 3,0 days 01:11:00.000000000,1.87,1.89,-,+,2,3,(-0.5/-1),(-1),13,12,13.0,0---------+-,0+++++++++--,N,Y,Y,A
52,2017-08-23 01:52:00,(-1),"(1.9, 1.86)",1.9,1.86,A,117498,2017-08-23 02:45:00,屈福特 VS 布里斯托城,(0 : 0) 2 : 3,0 days 00:53:00.000000000,1.84,1.92,+,-,2,3,(-0.5/-1),(-1),13,12,13.0,0---------+-,0+++++++++--,N,Y,Y,A
53,2017-08-23 02:26:00,(-1),"(1.91, 1.91)",1.91,1.91,A,117498,2017-08-23 02:45:00,屈福特 VS 布里斯托城,(0 : 0) 2 : 3,0 days 00:19:00.000000000,1.9,1.86,-,-,2,3,(-0.5/-1),(-1),13,12,13.0,0---------+-,0+++++++++--,N,Y,Y,A
54,2017-08-21 19:34:00,(-1),"(1.93, 1.91)",1.93,1.91,H,117502,2017-08-23 08:06:00,帕丘卡 VS 華拿古斯,(2 : 0) 4 : 1,1 days 12:32:00.000000000,,,0,0,4,1,(-1),(-1),13,13,,0---++---++,0+++--+++--,N,N,N,H
55,2017-08-22 15:27:00,(-1),"(1.9, 1.94)",1.9,1.94,H,117502,2017-08-23 08:06:00,帕丘卡 VS 華拿古斯,(2 : 0) 4 : 1,0 days 16:39:00.000000000,1.93,1.91,-,+,4,1,(-1),(-1),13,13,13.0,0---++---++,0+++--+++--,N,N,N,H
56,2017-08-22 16:55:00,(-1),"(1.87, 1.97)",1.87,1.97,H,117502,2017-08-23 08:06:00,帕丘卡 VS 華拿古斯,(2 : 0) 4 : 1,0 days 15:11:00.000000000,1.9,1.94,-,+,4,1,(-1),(-1),13,13,13.0,0---++---++,0+++--+++--,N,N,N,H
57,2017-08-22 16:57:00,(-1),"(1.84, 2.0)",1.84,2.0,H,117502,2017-08-23 08:06:00,帕丘卡 VS 華拿古斯,(2 : 0) 4 : 1,0 days 15:09:00.000000000,1.87,1.97,-,+,4,1,(-1),(-1),13,13,13.0,0---++---++,0+++--+++--,N,N,N,H
58,2017-08-22 17:53:00,(-1),"(1.9, 1.94)",1.9,1.94,H,117502,2017-08-23 08:06:00,帕丘卡 VS 華拿古斯,(2 : 0) 4 : 1,0 days 14:13:00.000000000,1.84,2.0,+,-,4,1,(-1),(-1),13,13,13.0,0---++---++,0+++--+++--,N,N,N,H
59,2017-08-22 17:56:00,(-1),"(1.93, 1.91)",1.93,1.91,H,117502,2017-08-23 08:06:00,帕丘卡 VS 華拿古斯,(2 : 0) 4 : 1,0 days 14:10:00.000000000,1.9,1.94,+,-,4,1,(-1),(-1),13,13,13.0,0---++---++,0+++--+++--,N,N,N,H
60,2017-08-22 19:13:00,(-1),"(1.9, 1.94)",1.9,1.94,H,117502,2017-08-23 08:06:00,帕丘卡 VS 華拿古斯,(2 : 0) 4 : 1,0 days 12:53:00.000000000,1.93,1.91,-,+,4,1,(-1),(-1),13,13,13.0,0---++---++,0+++--+++--,N,N,N,H
61,2017-08-23 04:41:00,(-1),"(1.88, 1.96)",1.88,1.96,H,117502,2017-08-23 08:06:00,帕丘卡 VS 華拿古斯,(2 : 0) 4 : 1,0 days 03:25:00.000000000,1.9,1.94,-,+,4,1,(-1),(-1),13,13,13.0,0---++---++,0+++--+++--,N,N,N,H
62,2017-08-23 04:45:00,(-1),"(1.84, 2.0)",1.84,2.0,H,117502,2017-08-23 08:06:00,帕丘卡 VS 華拿古斯,(2 : 0) 4 : 1,0 days 03:21:00.000000000,1.88,1.96,-,+,4,1,(-1),(-1),13,13,13.0,0---++---++,0+++--+++--,N,N,N,H
63,2017-08-23 07:30:00,(-1),"(1.87, 1.97)",1.87,1.97,H,117502,2017-08-23 08:06:00,帕丘卡 VS 華拿古斯,(2 : 0) 4 : 1,0 days 00:36:00.000000000,1.84,2.0,+,-,4,1,(-1),(-1),13,13,13.0,0---++---++,0+++--+++--,N,N,N,H
64,2017-08-23 07:41:00,(-1),"(1.89, 1.95)",1.89,1.95,H,117502,2017-08-23 08:06:00,帕丘卡 VS 華拿古斯,(2 : 0) 4 : 1,0 days 00:25:00.000000000,1.87,1.97,+,-,4,1,(-1),(-1),13,13,13.0,0---++---++,0+++--+++--,N,N,N,H
65,2017-08-21 19:34:00,(0/+0.5),"(1.82, 1.94)",1.82,1.94,H,117503,2017-08-23 08:45:00,圖庫曼體育會 VS 獨立隊,(1 : 0) 1 : 0,1 days 13:11:00.000000000,,,0,0,1,0,(0/+0.5),(0/+0.5),8,8,,0-+++-,0----+,N,N,N,H
66,2017-08-22 18:17:00,(0/+0.5),"(1.85, 1.97)",1.85,1.97,H,117503,2017-08-23 08:45:00,圖庫曼體育會 VS 獨立隊,(1 : 0) 1 : 0,0 days 14:28:00.000000000,1.82,1.94,-,-,1,0,(0/+0.5),(0/+0.5),8,8,8.0,0-+++-,0----+,N,N,N,H
67,2017-08-23 04:07:00,(0/+0.5),"(1.9, 1.92)",1.9,1.92,H,117503,2017-08-23 08:45:00,圖庫曼體育會 VS 獨立隊,(1 : 0) 1 : 0,0 days 04:38:00.000000000,1.85,1.97,+,-,1,0,(0/+0.5),(0/+0.5),8,8,8.0,0-+++-,0----+,N,N,N,H
68,2017-08-23 04:12:00,(0/+0.5),"(1.96, 1.86)",1.96,1.86,H,117503,2017-08-23 08:45:00,圖庫曼體育會 VS 獨立隊,(1 : 0) 1 : 0,0 days 04:33:00.000000000,1.9,1.92,+,-,1,0,(0/+0.5),(0/+0.5),8,8,8.0,0-+++-,0----+,N,N,N,H
69,2017-08-23 08:37:00,(0/+0.5),"(1.99, 1.83)",1.99,1.83,H,117503,2017-08-23 08:45:00,圖庫曼體育會 VS 獨立隊,(1 : 0) 1 : 0,0 days 00:08:00.000000000,1.96,1.86,+,-,1,0,(0/+0.5),(0/+0.5),8,8,8.0,0-+++-,0----+,N,N,N,H
70,2017-08-23 08:39:00,(0/+0.5),"(1.96, 1.86)",1.96,1.86,H,117503,2017-08-23 08:45:00,圖庫曼體育會 VS 獨立隊,(1 : 0) 1 : 0,0 days 00:06:00.000000000,1.99,1.83,-,+,1,0,(0/+0.5),(0/+0.5),8,8,8.0,0-+++-,0----+,N,N,N,H
71,2017-08-21 19:34:00,(0/-0.5),"(1.79, 2.06)",1.79,2.06,D,117504,2017-08-23 09:30:00,阿特拿斯 VS 盧保斯,(0 : 0) 1 : 1,1 days 13:56:00.000000000,,,0,0,1,1,(0/-0.5),(0/-0.5),10,10,,0-,0+,N,N,N,A
72,2017-08-23 09:10:00,(0/-0.5),"(1.77, 2.09)",1.77,2.09,D,117504,2017-08-23 09:30:00,阿特拿斯 VS 盧保斯,(0 : 0) 1 : 1,0 days 00:20:00.000000000,1.79,2.06,-,+,1,1,(0/-0.5),(0/-0.5),10,10,10.0,0-,0+,N,N,N,A
73,2017-08-21 19:34:00,(0/-0.5),"(1.75, 2.11)",1.75,2.11,A,117505,2017-08-23 10:00:00,普馬斯 VS 莫雷利亞,(0 : 0) 1 : 2,1 days 14:26:00.000000000,,,0,0,1,2,(0/-0.5),(0/-0.5),10,10,,0++-+-++--++-,0--+-+--++--+,N,N,N,A
74,2017-08-21 23:41:00,(0/-0.5),"(1.78, 2.07)",1.78,2.07,A,117505,2017-08-23 10:00:00,普馬斯 VS 莫雷利亞,(0 : 0) 1 : 2,1 days 10:19:00.000000000,1.75,2.11,+,-,1,2,(0/-0.5),(0/-0.5),10,10,10.0,0++-+-++--++-,0--+-+--++--+,N,N,N,A
75,2017-08-22 20:31:00,(0/-0.5),"(1.87, 1.97)",1.87,1.97,A,117505,2017-08-23 10:00:00,普馬斯 VS 莫雷利亞,(0 : 0) 1 : 2,0 days 13:29:00.000000000,1.78,2.07,+,-,1,2,(0/-0.5),(0/-0.5),10,10,10.0,0++-+-++--++-,0--+-+--++--+,N,N,N,A
76,2017-08-22 21:02:00,(0/-0.5),"(1.84, 2.0)",1.84,2.0,A,117505,2017-08-23 10:00:00,普馬斯 VS 莫雷利亞,(0 : 0) 1 : 2,0 days 12:58:00.000000000,1.87,1.97,-,+,1,2,(0/-0.5),(0/-0.5),10,10,10.0,0++-+-++--++-,0--+-+--++--+,N,N,N,A
77,2017-08-23 04:22:00,(0/-0.5),"(1.93, 1.91)",1.93,1.91,A,117505,2017-08-23 10:00:00,普馬斯 VS 莫雷利亞,(0 : 0) 1 : 2,0 days 05:38:00.000000000,1.84,2.0,+,-,1,2,(0/-0.5),(0/-0.5),10,10,10.0,0++-+-++--++-,0--+-+--++--+,N,N,N,A
78,2017-08-23 04:54:00,(0/-0.5),"(1.89, 1.95)",1.89,1.95,A,117505,2017-08-23 10:00:00,普馬斯 VS 莫雷利亞,(0 : 0) 1 : 2,0 days 05:06:00.000000000,1.93,1.91,-,+,1,2,(0/-0.5),(0/-0.5),10,10,10.0,0++-+-++--++-,0--+-+--++--+,N,N,N,A
79,2017-08-23 04:58:00,(0/-0.5),"(1.94, 1.9)",1.94,1.9,A,117505,2017-08-23 10:00:00,普馬斯 VS 莫雷利亞,(0 : 0) 1 : 2,0 days 05:02:00.000000000,1.89,1.95,+,-,1,2,(0/-0.5),(0/-0.5),10,10,10.0,0++-+-++--++-,0--+-+--++--+,N,N,N,A
80,2017-08-23 05:01:00,(0/-0.5),"(1.99, 1.85)",1.99,1.85,A,117505,2017-08-23 10:00:00,普馬斯 VS 莫雷利亞,(0 : 0) 1 : 2,0 days 04:59:00.000000000,1.94,1.9,+,-,1,2,(0/-0.5),(0/-0.5),10,10,10.0,0++-+-++--++-,0--+-+--++--+,N,N,N,A
81,2017-08-23 08:14:00,(0/-0.5),"(1.96, 1.88)",1.96,1.88,A,117505,2017-08-23 10:00:00,普馬斯 VS 莫雷利亞,(0 : 0) 1 : 2,0 days 01:46:00.000000000,1.99,1.85,-,+,1,2,(0/-0.5),(0/-0.5),10,10,10.0,0++-+-++--++-,0--+-+--++--+,N,N,N,A
82,2017-08-23 08:26:00,(0/-0.5),"(1.94, 1.9)",1.94,1.9,A,117505,2017-08-23 10:00:00,普馬斯 VS 莫雷利亞,(0 : 0) 1 : 2,0 days 01:34:00.000000000,1.96,1.88,-,+,1,2,(0/-0.5),(0/-0.5),10,10,10.0,0++-+-++--++-,0--+-+--++--+,N,N,N,A
